Image ID,Resolution Category,Size (KB),Time Taken (ms),TrialNum,Method,Filters
25,2K,603,54.30,6,WASM,SepiaTone
25,2K,603,33.20,7,JS,SepiaTone
25,2K,603,65.40,7,WASM,SepiaTone
25,2K,603,32.40,8,JS,SepiaTone
25,2K,603,54.20,8,WASM,SepiaTone
25,2K,603,26.30,9,JS,SepiaTone
25,2K,603,55.50,9,WASM,SepiaTone
25,2K,603,34.60,10,JS,SepiaTone
25,2K,603,55.00,10,WASM,SepiaTone
26,2K,590,34.10,1,JS,SepiaTone
26,2K,590,55.30,1,WASM,SepiaTone
26,2K,590,29.10,2,JS,SepiaTone
26,2K,590,54.30,2,WASM,SepiaTone
26,2K,590,27.60,3,JS,SepiaTone
26,2K,590,53.90,3,WASM,SepiaTone
26,2K,590,26.00,4,JS,SepiaTone
26,2K,590,54.10,4,WASM,SepiaTone
26,2K,590,26.90,5,JS,SepiaTone
26,2K,590,54.10,5,WASM,SepiaTone
26,2K,590,25.70,6,JS,SepiaTone
26,2K,590,54.20,6,WASM,SepiaTone
26,2K,590,48.40,7,JS,SepiaTone
26,2K,590,61.70,7,WASM,SepiaTone
26,2K,590,37.60,8,JS,SepiaTone
26,2K,590,54.50,8,WASM,SepiaTone
26,2K,590,61.70,9,JS,SepiaTone
26,2K,590,68.20,9,WASM,SepiaTone
26,2K,590,29.60,10,JS,SepiaTone
26,2K,590,57.70,10,WASM,SepiaTone
27,2K,681,36.70,1,JS,SepiaTone
27,2K,681,54.20,1,WASM,SepiaTone
27,2K,681,39.90,2,JS,SepiaTone
27,2K,681,56.80,2,WASM,SepiaTone
27,2K,681,34.80,3,JS,SepiaTone
27,2K,681,56.70,3,WASM,SepiaTone
27,2K,681,27.10,4,JS,SepiaTone
27,2K,681,63.90,4,WASM,SepiaTone
27,2K,681,29.80,5,JS,SepiaTone
27,2K,681,54.60,5,WASM,SepiaTone
27,2K,681,36.80,6,JS,SepiaTone
27,2K,681,56.60,6,WASM,SepiaTone
27,2K,681,27.80,7,JS,SepiaTone
27,2K,681,55.90,7,WASM,SepiaTone
27,2K,681,40.20,8,JS,SepiaTone
27,2K,681,55.60,8,WASM,SepiaTone
27,2K,681,38.40,9,JS,SepiaTone
27,2K,681,54.80,9,WASM,SepiaTone
27,2K,681,29.20,10,JS,SepiaTone
27,2K,681,54.60,10,WASM,SepiaTone
28,2K,720,35.50,1,JS,SepiaTone
28,2K,720,56.60,1,WASM,SepiaTone
28,2K,720,34.60,2,JS,SepiaTone
28,2K,720,53.90,2,WASM,SepiaTone
28,2K,720,26.30,3,JS,SepiaTone
28,2K,720,55.60,3,WASM,SepiaTone
28,2K,720,36.70,4,JS,SepiaTone
28,2K,720,58.50,4,WASM,SepiaTone
28,2K,720,26.10,5,JS,SepiaTone
28,2K,720,54.20,5,WASM,SepiaTone
28,2K,720,47.10,6,JS,SepiaTone
28,2K,720,54.30,6,WASM,SepiaTone
28,2K,720,33.30,7,JS,SepiaTone
28,2K,720,55.20,7,WASM,SepiaTone
28,2K,720,34.30,8,JS,SepiaTone
28,2K,720,55.00,8,WASM,SepiaTone
28,2K,720,40.40,9,JS,SepiaTone
28,2K,720,55.20,9,WASM,SepiaTone
28,2K,720,27.30,10,JS,SepiaTone
28,2K,720,55.20,10,WASM,SepiaTone
29,2K,727,34.10,1,JS,SepiaTone
29,2K,727,53.90,1,WASM,SepiaTone
29,2K,727,34.70,2,JS,SepiaTone
29,2K,727,56.30,2,WASM,SepiaTone
29,2K,727,28.90,3,JS,SepiaTone
29,2K,727,54.30,3,WASM,SepiaTone
29,2K,727,35.80,4,JS,SepiaTone
29,2K,727,55.10,4,WASM,SepiaTone
29,2K,727,35.40,5,JS,SepiaTone
29,2K,727,60.30,5,WASM,SepiaTone
29,2K,727,26.50,6,JS,SepiaTone
29,2K,727,63.10,6,WASM,SepiaTone
29,2K,727,36.90,7,JS,SepiaTone
29,2K,727,57.00,7,WASM,SepiaTone
29,2K,727,26.20,8,JS,SepiaTone
29,2K,727,55.70,8,WASM,SepiaTone
29,2K,727,34.10,9,JS,SepiaTone
29,2K,727,56.00,9,WASM,SepiaTone
