FileID,FileName,TimeTaken (ms),TrialNum,Method,EncryptionMethod
8,dataset_8.csv,8951.50,2,WASM,vigenere
8,dataset_8.csv,13284.30,3,JS,vigenere
8,dataset_8.csv,9004.70,3,WASM,vigenere
8,dataset_8.csv,13648.50,4,JS,vigenere
8,dataset_8.csv,9033.00,4,WASM,vigenere
8,dataset_8.csv,13606.90,5,JS,vigenere
8,dataset_8.csv,9388.10,5,WASM,vigenere
8,dataset_8.csv,13795.00,6,JS,vigenere
8,dataset_8.csv,8889.80,6,WASM,vigenere
8,dataset_8.csv,13837.90,7,JS,vigenere
8,dataset_8.csv,9121.60,7,WASM,vigenere
8,dataset_8.csv,13866.80,8,JS,vigenere
8,dataset_8.csv,8937.70,8,WASM,vigenere
8,dataset_8.csv,13600.10,9,JS,vigenere
8,dataset_8.csv,8913.10,9,WASM,vigenere
8,dataset_8.csv,15628.70,10,JS,vigenere
8,dataset_8.csv,9383.60,10,WASM,vigenere
9,dataset_9.csv,12572.10,1,JS,vigenere
9,dataset_9.csv,8627.10,1,WASM,vigenere
9,dataset_9.csv,12985.20,2,JS,vigenere
9,dataset_9.csv,8768.80,2,WASM,vigenere
9,dataset_9.csv,13374.60,3,JS,vigenere
9,dataset_9.csv,8762.20,3,WASM,vigenere
9,dataset_9.csv,15364.50,4,JS,vigenere
9,dataset_9.csv,8809.00,4,WASM,vigenere
9,dataset_9.csv,13922.00,5,JS,vigenere
9,dataset_9.csv,8766.30,5,WASM,vigenere
9,dataset_9.csv,13553.80,6,JS,vigenere
9,dataset_9.csv,8675.60,6,WASM,vigenere
9,dataset_9.csv,13430.50,7,JS,vigenere
9,dataset_9.csv,8603.80,7,WASM,vigenere
9,dataset_9.csv,13470.10,8,JS,vigenere
9,dataset_9.csv,8589.20,8,WASM,vigenere
9,dataset_9.csv,13503.90,9,JS,vigenere
9,dataset_9.csv,8735.50,9,WASM,vigenere
9,dataset_9.csv,13908.30,10,JS,vigenere
9,dataset_9.csv,8948.40,10,WASM,vigenere
10,dataset_10.csv,16918.00,1,JS,vigenere
10,dataset_10.csv,9297.30,1,WASM,vigenere
10,dataset_10.csv,13079.70,2,JS,vigenere
10,dataset_10.csv,8940.40,2,WASM,vigenere
10,dataset_10.csv,13378.60,3,JS,vigenere
10,dataset_10.csv,8926.90,3,WASM,vigenere
10,dataset_10.csv,13203.60,4,JS,vigenere
10,dataset_10.csv,8874.00,4,WASM,vigenere
10,dataset_10.csv,15035.00,5,JS,vigenere
10,dataset_10.csv,9095.30,5,WASM,vigenere
10,dataset_10.csv,13637.40,6,JS,vigenere
10,dataset_10.csv,9110.40,6,WASM,vigenere
10,dataset_10.csv,13681.50,7,JS,vigenere
10,dataset_10.csv,8987.70,7,WASM,vigenere
10,dataset_10.csv,13715.60,8,JS,vigenere
10,dataset_10.csv,8855.30,8,WASM,vigenere
10,dataset_10.csv,13429.30,9,JS,vigenere
10,dataset_10.csv,8839.70,9,WASM,vigenere
10,dataset_10.csv,13309.70,10,JS,vigenere
10,dataset_10.csv,8806.70,10,WASM,vigenere
